ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04331,2026-05-13T07:15,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Resolved,Hull & Deck,Fuel pressure fluctuating on auxiliary engine,"Output is uneven under steady demand, with no alarm raised.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,3.3
INC-2026-04288,2026-08-04T23:45,Energy,Substation Kollsnes,SCADA link,ERR-3310,Low,Resolved,SCADA,SCADA polling timeouts overnight,The site went quiet. Nothing came in until it suddenly caught up in one burst.,Polling interval too aggressive after a config change. Reverted to the previous setting.,11.2
INC-2026-04085,2026-05-20T09:15,Payments,Gateway West,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,Fraud model scoring slowly,Scoring calls take several seconds where they normally return almost instantly.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,13.2
INC-2026-04680,2026-06-10T01:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,Closed,Store Systems,Checkout terminal restarting unexpectedly,"Unit reboots by itself a few times a day, always around the busiest hours.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,6.4
INC-2026-04078,2026-03-31T06:30,Payments,Gateway Core,Settlement batch,ERR-4310,High,Closed,Fraud Engineering,End of day batch did not complete,"Nothing settled last night, and the counterparty has not received anything from us.",Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,8.2
INC-2026-04751,2026-02-13T13:00,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Resolved,Grid Operations,Feeder lost supply without cause,"Protection operated during a routine switching sequence, with no damage identified downstream.",Relay setting group left on the commissioning profile. Restored operational settings.,4.3
INC-2026-04574,2026-07-03T10:00,Energy,Substation Rong,Transformer cooling,ERR-7744,Medium,Resolved,Substation Field,Unit running warmer than its neighbours,Unit runs hotter than the others on the same bus under identical load.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,21.1
INC-2026-04434,2026-02-06T14:30,Maritime,MV Kvitøy,Fuel system,ERR-5140,Medium,Resolved,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,Engine drops revs briefly every few minutes then recovers on its own.,Fuel filter partially blocked. Replaced the element and bled the system.,5.0
INC-2026-04848,2026-03-20T20:45,Maritime,MV Storfjord,Navigation display,ERR-2203,Medium,Closed,Rotating Equipment,Console blanking intermittently,"Screen locks up for around thirty seconds then returns on its own, several times per watch.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,6.0
INC-2026-04669,2026-01-26T11:15,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Resolved,Logistics,Lane out of service at peak,"Unit reboots by itself a few times a day, always around the busiest hours.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,3.2
INC-2026-04024,2026-06-26T18:30,Payments,Gateway North,Settlement batch,ERR-4310,Medium,Resolved,Fraud Engineering,End of day batch did not complete,The run failed silently and was only noticed when the morning figures did not balance.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",6.8
INC-2026-04658,2026-06-21T22:15,Payments,Gateway Core,Settlement batch,ERR-4310,High,Resolved,Core Banking,Settlement file rejected by clearing,Submission bounced. The totals at the end of it did not agree with the body.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,14.9
INC-2026-04382,2026-08-30T11:15,Maritime,MV Bergen Star,Navigation display,ERR-2203,Low,Resolved,Bridge Systems,Console blanking intermittently,"Image stalls and the vessel symbol stops moving, though position is clearly still changing.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",5.0
INC-2026-04093,2026-02-24T22:00,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,Store Systems,Printing stops partway through a sale,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,1.7
INC-2026-04726,2026-08-17T00:45,Payments,Gateway North,Card authorisation,ERR-4001,Medium,In Progress,Core Banking,Authorisation success rate dropped,Support is fielding complaints that the payment page hangs and then gives up.,,
INC-2026-04450,2026-04-17T19:30,Payments,Gateway North,Card authorisation,ERR-4001,Critical,Resolved,Core Banking,Authorisation success rate dropped,"Customers say payment spins and then fails, and a retry usually works on the second attempt.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,5.2
INC-2026-04016,2026-04-12T05:45,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Lane out of service at peak,Screen stops accepting input at the worst moment and the sale has to be started again.,Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,2.1
INC-2026-04058,2026-05-07T09:15,Payments,Gateway Core,Card authorisation,ERR-4001,Medium,Resolved,Fraud Engineering,Elevated decline rate on card payments,"A fifth of attempts are bouncing back, where it is normally a rounding error.","Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",3.2
INC-2026-04311,2026-05-19T03:30,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Medium,Resolved,Logistics,Online availability showing items that are sold out,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.",Message queue backed up behind a poison message. Removed it and replayed the remainder.,6.2
INC-2026-04661,2026-08-06T18:30,Maritime,MV Havbris,Navigation display,ERR-2203,Medium,In Progress,Hull & Deck,Console blanking intermittently,Picture freezes mid update. Everything else on the bridge carries on as normal.,,
INC-2026-04530,2026-05-25T02:15,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,In Progress,Core Banking,False positives spiking on new rule,Far more legitimate transactions are being held for review than usual since yesterday.,,
INC-2026-04444,2026-07-13T08:00,Retail,DC Larvik,Receipt printer,ERR-6250,Low,Closed,Logistics,No receipt at end of transaction,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,4.4
INC-2026-04145,2026-01-21T19:15,Payments,Gateway North,Settlement batch,ERR-4310,High,Resolved,Core Banking,End of day batch did not complete,Job died in the middle and had to be picked up again from where it gave out.,Downstream schema change not applied in our mapping. Updated the mapping and reran.,17.6
INC-2026-04035,2026-06-26T05:45,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Medium,Closed,SCADA,Overtemperature warning during evening peak,Unit runs hotter than the others on the same bus under identical load.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,17.7
INC-2026-04003,2026-03-26T21:15,Maritime,MV Havbris,Fuel system,ERR-5140,High,Resolved,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,"Output is uneven under steady demand, with no alarm raised.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,6.8
INC-2026-04864,2026-05-16T23:15,Energy,Substation Rong,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Unit running warmer than its neighbours,Thermal margin has been shrinking week on week and nobody can point at a cause.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,17.3
INC-2026-04957,2026-04-13T22:00,Retail,Store 014 Oslo,Inventory sync,ERR-6410,High,Resolved,Logistics,Counts disagree between systems,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.",Message queue backed up behind a poison message. Removed it and replayed the remainder.,12.1
INC-2026-04702,2026-02-15T07:00,Retail,Store 022 Trondheim,Point of sale,ERR-6205,High,Resolved,Store Systems,Lane out of service at peak,"Cuts out repeatedly once the shop fills up, never when it is quiet.",Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,3.1
INC-2026-04833,2026-02-03T16:45,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Resolved,Fraud Engineering,Review queue backing up,"Overnight job still running well into the morning, leaving downstream reports delayed.",Threshold misconfigured during deployment. Corrected and validated against the holdout set.,5.0
INC-2026-04757,2026-06-11T21:00,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Low,Resolved,Logistics,Receipt printer not responding,No paper comes through even though everything else about the sale worked.,Printer driver incompatible with the latest POS release. Rolled back the driver.,0.7
INC-2026-04514,2026-04-14T08:00,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Lane out of service at peak,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,1.3
INC-2026-04569,2026-02-01T20:30,Energy,Substation Rong,Protection relay,ERR-7120,High,Closed,SCADA,Unexpected breaker trip on feeder,Breaker opened on its own. Walked the route and found nothing wrong.,Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,13.3
INC-2026-04761,2026-07-15T05:30,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Closed,Bridge Systems,Console blanking intermittently,"Screen locks up for around thirty seconds then returns on its own, several times per watch.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,4.9
INC-2026-04050,2026-02-15T07:30,Retail,DC Larvik,Receipt printer,ERR-6250,Medium,Resolved,E-commerce,Printing stops partway through a sale,No paper comes through even though everything else about the sale worked.,Worn feed roller slipping under load. Replaced the roller assembly.,2.8
INC-2026-04265,2026-01-16T02:00,Payments,Gateway West,Settlement batch,ERR-4310,Medium,Resolved,Payments Platform,End of day batch did not complete,"Clearing would not take the submission, so nothing landed where it should have.","Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",11.0
INC-2026-04997,2026-06-10T14:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Resolved,SCADA,Transformer temperature trending high,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.","Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",14.3
INC-2026-04405,2026-04-14T02:30,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Unit running warmer than its neighbours,"Gradual rise on the trend, small each day, obvious across a month.","Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",16.0
INC-2026-04459,2026-03-18T23:00,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,Telemetry gap from remote site,Trend shows holes in the record overnight that filled themselves in by morning.,Radio link degraded by weather. Repointed the antenna and improved the margin.,9.1
INC-2026-04704,2026-01-10T01:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Medium,Resolved,SCADA,Unit running warmer than its neighbours,Control room sees the figure drifting upward and not recovering during the quiet hours.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,15.2
